timestamp,sensor,value,lower_fence,upper_fence
2025-08-01 01:09:00,sump_flow_lpm,0.0866829267917464,-0.03364186846979148,0.07285400828325314
2025-08-01 02:34:00,sump_flow_lpm,0.0848807396523051,-0.03364186846979148,0.07285400828325314
2025-08-01 04:21:00,sump_flow_lpm,0.0922113949569263,-0.03364186846979148,0.07285400828325314
2025-08-01 05:05:00,sump_flow_lpm,0.0744711401739998,-0.03364186846979148,0.07285400828325314
2025-08-01 06:30:00,sump_flow_lpm,0.0931400978028046,-0.03364186846979148,0.07285400828325314
2025-08-01 07:21:00,sump_flow_lpm,0.0863091712411618,-0.03364186846979148,0.07285400828325314
2025-08-01 07:26:00,sump_flow_lpm,0.0853754787920396,-0.03364186846979148,0.07285400828325314
2025-08-01 07:55:00,sump_flow_lpm,0.0991365721585206,-0.03364186846979148,0.07285400828325314
2025-08-01 08:18:00,sump_flow_lpm,0.0732992024504513,-0.03364186846979148,0.07285400828325314
2025-08-01 08:19:00,sump_flow_lpm,0.0856773115110507,-0.03364186846979148,0.07285400828325314
2025-08-01 08:38:00,sump_flow_lpm,0.0872855093644033,-0.03364186846979148,0.07285400828325314
2025-08-01 08:51:00,sump_flow_lpm,0.1634489119563616,-0.03364186846979148,0.07285400828325314
2025-08-01 08:52:00,sump_flow_lpm,0.1138974680148866,-0.03364186846979148,0.07285400828325314
2025-08-01 09:41:00,sump_flow_lpm,0.0782730619516118,-0.03364186846979148,0.07285400828325314
2025-08-01 11:01:00,sump_flow_lpm,0.0861239154433962,-0.03364186846979148,0.07285400828325314
2025-08-01 11:15:00,sump_flow_lpm,0.0807728433203184,-0.03364186846979148,0.07285400828325314
2025-08-01 11:45:00,sump_flow_lpm,0.0920240262279065,-0.03364186846979148,0.07285400828325314
2025-08-01 13:30:00,sump_flow_lpm,0.0837834797824141,-0.03364186846979148,0.07285400828325314
2025-08-01 14:07:00,sump_flow_lpm,0.1153616323030151,-0.03364186846979148,0.07285400828325314
2025-08-01 15:32:00,sump_flow_lpm,0.0832124832637446,-0.03364186846979148,0.07285400828325314
2025-08-01 16:51:00,sump_flow_lpm,0.0879111683481065,-0.03364186846979148,0.07285400828325314
2025-08-01 17:34:00,sump_flow_lpm,0.1236438882169465,-0.03364186846979148,0.07285400828325314
2025-08-01 17:41:00,sump_flow_lpm,0.0828079407368261,-0.03364186846979148,0.07285400828325314
2025-08-01 17:54:00,sump_flow_lpm,0.087999559582246,-0.03364186846979148,0.07285400828325314
2025-08-01 18:08:00,sump_flow_lpm,0.0945888937218562,-0.03364186846979148,0.07285400828325314
2025-08-01 18:24:00,sump_flow_lpm,0.1056009953809941,-0.03364186846979148,0.07285400828325314
2025-08-01 19:31:00,sump_flow_lpm,0.0794632693594881,-0.03364186846979148,0.07285400828325314
2025-08-01 20:09:00,sump_flow_lpm,0.1170305752331395,-0.03364186846979148,0.07285400828325314
2025-08-01 20:28:00,sump_flow_lpm,0.0826754105826354,-0.03364186846979148,0.07285400828325314
2025-08-01 21:17:00,sump_flow_lpm,0.0863436531045886,-0.03364186846979148,0.07285400828325314
2025-08-01 22:04:00,sump_flow_lpm,0.0744820561886818,-0.03364186846979148,0.07285400828325314
2025-08-01 22:13:00,sump_flow_lpm,0.1121726246409541,-0.03364186846979148,0.07285400828325314
2025-08-01 22:14:00,sump_flow_lpm,0.0736127995578019,-0.03364186846979148,0.07285400828325314
2025-08-01 22:28:00,sump_flow_lpm,0.08788127783033,-0.03364186846979148,0.07285400828325314
2025-08-01 23:44:00,sump_flow_lpm,0.0862950216906675,-0.03364186846979148,0.07285400828325314
2025-08-02 00:24:00,sump_flow_lpm,0.1488344581940881,-0.03364186846979148,0.07285400828325314
2025-08-02 00:26:00,sump_flow_lpm,0.0755972622512445,-0.03364186846979148,0.07285400828325314
2025-08-02 02:24:00,sump_flow_lpm,0.0881026632676265,-0.03364186846979148,0.07285400828325314
2025-08-02 02:31:00,sump_flow_lpm,0.0947877361572874,-0.03364186846979148,0.07285400828325314
2025-08-02 02:32:00,sump_flow_lpm,0.0947877361572874,-0.03364186846979148,0.07285400828325314
2025-08-02 02:56:00,sump_flow_lpm,0.1027899334941461,-0.03364186846979148,0.07285400828325314
2025-08-02 03:18:00,sump_flow_lpm,0.0978130992409611,-0.03364186846979148,0.07285400828325314
2025-08-02 03:44:00,sump_flow_lpm,0.0969652653072047,-0.03364186846979148,0.07285400828325314
2025-08-02 04:01:00,sump_flow_lpm,0.0742718060425416,-0.03364186846979148,0.07285400828325314
2025-08-02 04:35:00,sump_flow_lpm,0.1054386395347333,-0.03364186846979148,0.07285400828325314
2025-08-02 04:38:00,sump_flow_lpm,0.082305961553139,-0.03364186846979148,0.07285400828325314
2025-08-02 04:47:00,sump_flow_lpm,0.1142575977359987,-0.03364186846979148,0.07285400828325314
2025-08-02 05:14:00,sump_flow_lpm,0.0744891004628575,-0.03364186846979148,0.07285400828325314
2025-08-02 06:30:00,sump_flow_lpm,0.0782108114543443,-0.03364186846979148,0.07285400828325314
2025-08-02 07:04:00,sump_flow_lpm,0.0835585319003389,-0.03364186846979148,0.07285400828325314
2025-08-02 07:29:00,sump_flow_lpm,0.0960967088177227,-0.03364186846979148,0.07285400828325314
2025-08-02 07:52:00,sump_flow_lpm,0.1121749246141811,-0.03364186846979148,0.07285400828325314
2025-08-02 08:34:00,sump_flow_lpm,0.1281094576126828,-0.03364186846979148,0.07285400828325314
