timestamp,sump_flow_lpm,sump_flow_lpm_rolling_median,sump_flow_lpm_savgol,airborne_gamma_uSvph,airborne_gamma_uSvph_yeojohnson,radiation_index,hydraulic_imbalance_index,thermal_stress_index,pc_01,pc_02,pc_03,ground_truth_leak_flag,ground_truth_leak_rate_lpm
2025-08-01 00:00:00,0.0093853617995371,0.0263349138709089,0.02964136818754853,0.1311962352386152,0.08594133387370476,0.0127247537359981,0.0021504690304101166,19.358638797275667,-0.6118928626739555,1.0244467288757324,0.2738849694372894,False,0.0
2025-08-01 00:01:00,0.0602024286183504,0.02229688247321395,0.026160376274283973,0.1229396940390725,0.08247326631028709,-0.009292808457872353,0.009718861491070215,18.625949433640933,-1.1796698747613876,-0.6982948337623567,-1.0193868936126695,False,0.0
2025-08-01 00:02:00,0.0263349138709089,0.018258851075519,0.023110957130151315,0.1419097102504987,0.0901764156453386,0.021364200790529125,0.000262357299324857,17.345417484587145,-1.861271116664947,-2.9178396848867267,0.7843223603285048,False,0.0
2025-08-01 00:03:00,0.018258851075519,0.018258851075519,0.02049311075515056,0.1336869852329739,0.08695194725994072,-0.02917842462588349,7.2129428526699e-05,20.81044576805328,0.22533962042928493,3.447115243473477,-0.7200189625841447,False,0.0
2025-08-01 00:04:00,0.0033924974092469,0.0033924974092469,0.018306837149281698,0.0927412511942643,0.06807806719860697,0.022567385626456292,-0.0024282919226362933,17.93998948050936,-1.720266660273927,-1.6062701839523,0.801855164883824,False,0.0
2025-08-01 00:05:00,0.0033919258382921,0.0033924974092469,0.016552136312544773,0.1042907423004838,0.07392238463717811,-0.016052343801157047,0.016081156354467285,19.3935516192542,-0.8046185084446604,0.8451036559524493,0.46670422957978014,False,0.0
2025-08-01 00:06:00,0.0011967753721736,0.0033924974092469,0.006318221710107787,0.1478301139316738,0.09239589292354265,-0.009783418520392283,0.010240787241128847,19.834465050674385,-0.4595282269373297,1.5870553037922521,0.29993606324739763,False,0.0
2025-08-01 00:07:00,0.0402246172895987,0.0183816430725452,0.013720287104455364,0.1165448053726603,0.07965722518081929,0.007414167950972423,0.03846655312691173,20.634966607852487,0.5448135468945409,2.7749396525845134,1.2524656455690462,False,0.0
2025-08-01 00:08:00,0.0183816430725452,0.0183816430725452,0.023193254349134364,0.1444498262944102,0.09113887550314755,0.01752867614530494,-0.013772082438739898,19.11108323419351,-1.2426435338482489,0.35434091074975044,0.21908787028478202,False,0.0
2025-08-01 00:09:00,0.0246250012340918,0.0246250012340918,0.029866252482638404,0.117791577356875,0.08021544849996733,-0.0016463647496235303,-0.00801979587087362,17.475512874893276,-2.2372664588370657,-2.5845801949152167,-0.5063182763459063,False,0.0
2025-08-01 00:10:00,0.0004159861599827,0.0246250012340918,0.03143108970785878,0.1015192591815362,0.07256027838522744,0.020992859435718242,0.01119471417649303,19.11585588714117,-0.5784508594826211,0.05906934114636073,0.21977464826077817,False,0.0
2025-08-01 00:11:00,0.0700711495031662,0.0246250012340918,0.02885922051853193,0.1148943470170927,0.07891126888517637,-0.031233820799099966,0.010962422562303216,19.037039807220616,-0.9075784541151478,0.171619995144009,0.5314008957980978,False,0.0
2025-08-01 00:12:00,0.0357285908670935,0.0047737525049789,0.021634663659840847,0.1148943470170927,0.07891126888517637,-0.01220894059797184,0.008298380604100517,19.703899222572346,-0.5963621097071353,1.2587933846173236,-0.5640303799157689,False,0.0
2025-08-01 00:13:00,0.0047737525049789,0.0047737525049789,0.01981783739169738,0.109822800503219,0.07656827072579366,-0.009290963167767272,-0.0007900262935018054,17.580957777638446,-1.7630144457681876,-2.3910043439529716,-0.040152019841472424,False,0.0
2025-08-01 00:14:00,0.0040135797749932,0.0047737525049789,0.015788929918244196,0.125239484922002,0.08345786351271266,0.010565658422723593,-0.006186956003850589,18.898921704106986,-0.6855338571628622,0.10824323348364745,0.6208092350430267,False,0.0
2025-08-01 00:15:00,0.0040522284566451,0.0047737525049789,0.011023760370176586,0.1315401643919832,0.08608184338213223,0.022361855066874988,-0.006415756247387658,19.65976606639854,-1.0016520678298857,1.5407215841002833,0.19236989715663266,False,0.0
2025-08-01 00:16:00,0.0072550745892095,0.0072550745892095,0.0038867154248254958,0.0895913030097965,0.06640502074210822,-0.04516143142712126,-0.0011668731329216972,19.196630024908494,-0.8161260557829711,0.437776539051069,0.3732797604028794,False,0.0
2025-08-01 00:17:00,0.014878556617217,0.0072550745892095,0.007419023302657314,0.121134809653726,0.08169024449656155,-0.028971890566126847,0.004121993900471986,18.668681185664635,-1.032879087126104,-0.46581090912932654,0.8204963154286438,False,0.0
2025-08-01 00:18:00,0.0113107413356067,0.0113107413356067,0.010605561946509533,0.1098368672033618,0.0765748771995855,0.014495235727154405,-0.0020711721022136664,18.742026694352838,-1.4038363022291822,-0.34099887998045225,0.020663300215171133,False,0.0
2025-08-01 00:19:00,0.0068844598510788,0.0113107413356067,0.010595853995427586,0.1086878679710678,0.07603323900379645,-0.004946112971987327,0.021013085888813388,17.33322283785222,-1.4898853149683373,-2.996624277500584,0.15873463461905526,False,0.0
2025-08-01 00:20:00,0.0189274174779959,0.006910310240048,0.008742124839026618,0.1243968072376147,0.08309878696124784,-0.004008440321693778,0.021425065961617158,18.64697661802474,-0.7778374555092238,-0.5300295817688626,2.2005419247345315,False,0.0
2025-08-01 00:21:00,0.0030046905745467,0.006910310240048,0.010641480209788286,0.1108209949194838,0.07703557237917465,-0.01844159577744435,0.008512602968071556,19.39049320531207,-0.9020401947090271,0.995212868738636,1.496501288478999,False,0.0
2025-08-01 00:22:00,0.006910310240048,0.0091255443644169,0.01054307468993022,0.1495596749473379,0.09302874636684341,0.005112141682404593,0.018390293226114907,19.18352437596374,-0.583257950850832,0.6650739930673598,0.6591480142641233,False,0.0
2025-08-01 00:23:00,0.0091255443644169,0.0091255443644169,0.01145145537509049,0.1457649987572627,0.09163114306798577,-0.020044384286369527,0.008017353006618093,19.794114393266927,-0.4672609945190089,1.7118230639310272,-0.3057183341937422,False,0.0
2025-08-01 00:24:00,0.0121786937571955,0.0091255443644169,0.014069398573934138,0.1457271351441938,0.09161702800075879,0.05128519234897473,0.024263451970134204,18.333031299219673,-0.7445114595124676,-1.0399293326528225,0.6728436041366868,False,0.0
