timestamp,plant_id,unit_id,sump_flow_lpm,airborne_gamma_uSvph,particulate_cpm,makeup_flow_lpm,letdown_flow_lpm,pressurizer_level_pct,pressurizer_pressure_MPa,rcs_hot_leg_temp_C,rcs_cold_leg_temp_C,primary_flow_kgps,steam_generator_dp_kPa,containment_humidity_pct,containment_temp_C,pump_vibration_mm_s,valve_position_pct,hydrogen_ppm,neutron_flux_pctFP,turbine_power_MWe,feedwater_flow_kgps,rcs_mass_balance_lpm,temp_gradient_C,ground_truth_event_id,ground_truth_leak_flag,ground_truth_leak_rate_lpm,pressurizer_level_slope
2025-08-01 00:00:00,Plant-A,Unit-1,0.009385361799537181,0.1311962352386152,20.0,151.6818131807243,151.03083899495672,49.808199588138905,15.557549996011206,290.4368198652074,270.8350753806661,5062.475903301528,97.35060565747452,49.54537494274788,29.757684323158216,0.5429512415276084,49.961814204087815,1.2446747797446496,81.36424540458707,989.9508716930131,2978.739864471514,0.6509741857675806,19.601744484541257,,False,0.0,0.0
2025-08-01 00:01:00,Plant-A,Unit-1,0.06020242861835042,0.12293969403907258,16.0,150.1378594622671,147.24761125320782,49.881622145978,15.60844711835344,289.4740505545102,271.0012458510239,4958.581790707974,95.64954749416341,41.83900315068167,29.283261683140083,0.5862609115505467,42.785493251690795,1.1297071133164356,79.91394192671238,997.7225091736481,3004.0038689264343,2.89024820905928,18.472804703486304,,False,0.0,0.036711278919547397
2025-08-01 00:02:00,Plant-A,Unit-1,0.02633491387090899,0.14190971025049878,21.0,145.43676301549215,145.36047023846214,50.45885494267358,15.501586601272969,289.95849241550906,272.5163787027181,5027.561805081225,103.68192891311344,41.349474366700335,30.835184217226576,0.44209186980875526,48.3221593992711,1.0051108593999192,79.80968329587915,1008.679720441777,3001.1132095352373,0.07629277703000525,17.442113712790956,,False,0.0,0.21688511817822587
2025-08-01 00:03:00,Plant-A,Unit-1,0.018258851075519066,0.13368698523297398,11.0,146.6350485970423,146.61389671812853,49.0633392578773,15.506995905506095,290.94693697674177,270.15580334369645,4995.050101895039,97.42874276981509,43.76028921402081,29.893604880080712,0.6698475905004996,49.189637949445,1.1229972941445552,78.19826301779086,982.2701443088048,3052.886258311617,0.021151878913769906,20.79113363304532,,False,0.0,-0.18621508256540054
2025-08-01 00:04:00,Plant-A,Unit-1,0.003392497409246926,0.09274125119426432,25.0,146.22372226228208,146.93559867578983,49.96751347269538,15.629379022300753,289.26987953249676,271.13986262844037,5052.648504756737,95.50499125818874,44.688607897954746,30.3264794968636,0.48645483942485623,46.684909311007594,1.2662702338231668,80.33127821478475,1008.6813590722783,3019.756597015641,-0.7118764135077527,18.13001690405639,,False,0.0,0.03186277691129504
2025-08-01 00:05:00,Plant-A,Unit-1,0.0033919258382921038,0.1042907423004838,16.0,153.67230650580598,148.80807222519314,50.7906839342862,15.61260794167567,290.40356692426525,271.0202899879648,4997.04099364907,89.48758148348702,45.814221814624375,30.34665828144247,0.47613245338194465,51.61321443881633,0.8634059407260075,78.88048598073529,1002.0611433842912,3028.717534493873,4.864234280612834,19.383276936300433,,False,0.0,0.19649686922945903
2025-08-01 00:06:00,Plant-A,Unit-1,0.0011967753721736135,0.14783011393167386,14.0,153.24628737630596,150.13937930160859,50.50921614701083,15.547159644492092,290.65543626727964,270.87350663133714,4986.447179030998,103.40661260630675,43.587645446805915,29.80474564833405,0.5752524048572598,50.186366929362634,1.0780184696577353,78.55247202438964,1012.9270492748345,2993.8959689871986,3.1069080746973725,19.781929635942504,,False,0.0,0.12551880020656653
2025-08-01 00:07:00,Plant-A,Unit-1,0.040224617289598794,0.11654480537266035,20.0,154.81926501717047,143.34973143584602,50.166927446853244,15.504638504081898,290.50464998468175,269.99751518934534,4968.717183004991,104.04013537762825,50.35265804358018,30.286729525590186,0.4726147961076826,55.08143668555313,1.2619705653700455,80.03193080506614,1015.2691103256197,3031.351029715152,11.469533581324441,20.507134795336412,,False,0.0,-0.05838549916406777
2025-08-01 00:08:00,Plant-A,Unit-1,0.018381643072545292,0.14444982629441028,20.0,144.44893878189708,148.4832247001017,50.336012349937924,15.52390946437329,290.6003030102477,271.5614018568601,4980.806121237232,97.2177423937433,48.42521080760061,29.480454392777368,0.554332362860195,48.03916081110919,1.0693340356892285,79.98078324594695,1006.6913143891098,3024.680767910604,-4.034285918204603,19.038901153387656,,False,0.0,0.2545346184121243
2025-08-01 00:09:00,Plant-A,Unit-1,0.024625001234091805,0.11779157735687502,18.0,146.5766295741473,148.9466660884691,51.35623529781282,15.544073451100044,289.5760520629733,272.10717674261156,4997.790840297359,99.66376408179305,43.86494866879169,29.40554154348789,0.4643175798585832,42.423206370657816,0.8458932147764611,78.67583235202687,998.447955860723,2976.677316436807,-2.3700365143218107,17.468875320361747,,False,0.0,0.27774436502348865
